year,region,dt_land_ocean_aod550,dt_land_qa_aod550,db_land_aod550,dt_db_combined_aod550
2006,Global,0.16510687608541255,0.2247064693759325,0.21833587133035678,0.17079284802423145
2006,East China,0.516943463036594,0.5522047071504598,0.42538631899463014,0.4858969978471767
2006,East Asia,0.40571821608662734,0.4427274246851929,0.3404532285600212,0.3779297521689948
2006,India,0.3732538868512223,0.43158367442676965,0.342713818683334,0.35161563743845153
2006,North Africa/Sahel,0.3202572017597742,0.3275150551378239,0.35938276829295773,0.34373131355545494
2006,Middle East,0.3779778353784253,0.33959218109471306,0.3282023722559753,0.3488840898700751
2006,Tropical S. America,0.2066472211875986,0.23312892358999604,0.2188024640594214,0.20384486748677588
2006,Europe,0.17705785582330058,0.1871995135118253,0.17239713074008753,0.17797446168758366
2006,CONUS,0.1501538841772054,0.16034241103857633,0.1059482654244764,0.13479006920710598
2007,Global,0.17021167338995247,0.23185077883977856,0.21972239839232469,0.17491895675239907
2007,East China,0.5236438095514026,0.5581750425595483,0.432347377387952,0.48667290123856405
2007,East Asia,0.40807084808409977,0.44598807982942795,0.34254754754840827,0.37591030222862426
2007,India,0.3820429575286397,0.4302072619339045,0.3206299168472474,0.34969055619315864
2007,North Africa/Sahel,0.3375043105707671,0.3425786237701202,0.36466535460644395,0.35328255837398687
2007,Middle East,0.3984262643590182,0.36403833131392704,0.3280804141118154,0.35788788186698045
2007,Tropical S. America,0.25244294311012494,0.2840518039594621,0.2612569310725957,0.24876569369756632
2007,Europe,0.17348523225262377,0.18177299010938586,0.16588421445286106,0.17430094854098366
2007,CONUS,0.15987356151568524,0.17375515898125246,0.11574112649757771,0.14471109883285135
2008,Global,0.17004193473175444,0.22797659554510452,0.2215908998182993,0.1757558547348731
2008,East China,0.5049088430735567,0.5429098324289595,0.411195497645016,0.46620275272838274
2008,East Asia,0.39909961979475433,0.4429435894275242,0.3387117275253431,0.368166437856479
2008,India,0.42658281506256346,0.4809308335760551,0.3714728047928016,0.39689969557981586
2008,North Africa/Sahel,0.3331858139038972,0.3324030633061981,0.36435832222136955,0.3524655995768457
2008,Middle East,0.4537218114454388,0.3849540540976962,0.3781495434298469,0.4085213886182875
2008,Tropical S. America,0.19713328605577726,0.22105323835513227,0.2077577060037207,0.19474076088607117
2008,Europe,0.17298919388806877,0.18378977755496528,0.16327489427359904,0.17483806199883203
2008,CONUS,0.1529156305677126,0.16400802373686627,0.10657792951178724,0.13759630663528005
2009,Global,0.16911849155787598,0.2265173776213022,0.2149524875042554,0.17412821614494
2009,East China,0.47835336336718387,0.5180804795156204,0.3724289968853143,0.4392978788648221
2009,East Asia,0.3837233014971925,0.4280178947811281,0.3085527814714845,0.350797117667723
2009,India,0.4110193636225333,0.45546591304078715,0.34376016001033816,0.3774960811050823
2009,North Africa/Sahel,0.3179276080575776,0.3245656198679491,0.3532466075143845,0.3376381687247229
2009,Middle East,0.4274401555111962,0.36878655917397823,0.37722630403558194,0.3962265883494409
2009,Tropical S. America,0.18681805711278285,0.20796675800822648,0.18671602538372237,0.1837124851731379
2009,Europe,0.17688756347784754,0.1919135857533533,0.164349568018441,0.17795150636934554
2009,CONUS,0.1475490959719256,0.15942230190940107,0.10167236807624498,0.1329607272812632
2010,Global,0.16916085605151776,0.22763555516470202,0.21862721073281013,0.1750176202872118
2010,East China,0.49545673494614845,0.53102269162611,0.39717378153705574,0.4569731363494261
2010,East Asia,0.38750496827343045,0.4325102009929669,0.3216597472376367,0.3580199177182865
2010,India,0.39609607449473944,0.4601896242572732,0.347303667295892,0.3665211817753958
2010,North Africa/Sahel,0.34065982453306853,0.3494634323532118,0.38015035601505504,0.3665280592440517
2010,Middle East,0.4194056859734557,0.3787088450296658,0.34783358986754725,0.37207446951534623
2010,Tropical S. America,0.23320950662482318,0.26134870580449837,0.23904295517274618,0.22988392590784099
2010,Europe,0.1674501511298437,0.18088442867776341,0.15226709285599807,0.16805016824133376
2010,CONUS,0.13562122679872393,0.1464450724583885,0.09329262120271585,0.12177482249534159
2011,Global,0.17651533806076036,0.2388009151393531,0.22271248719000045,0.18176091035973038
2011,East China,0.5263469021649887,0.5705035533948917,0.4421028999392161,0.48770878015400565
2011,East Asia,0.40571742781026443,0.4616688094948886,0.3569835657138154,0.37854000355985246
2011,India,0.4350514017644982,0.4932427224839893,0.3550912915788231,0.3985560126828545
2011,North Africa/Sahel,0.3421670430094732,0.3598638342301384,0.3650897307717334,0.3533878580608878
2011,Middle East,0.4472817301908629,0.40678452860760456,0.3839915209510294,0.4083681296100359
2011,Tropical S. America,0.18637380696188122,0.2078455570826263,0.18664176524571274,0.18327591711253358
2011,Europe,0.17443345636019056,0.19052076663560116,0.15966898680293098,0.17483940450853575
2011,CONUS,0.15962026418919434,0.17297856827969726,0.10964659792616277,0.1416558496186807
2012,Global,0.1739122432386819,0.2354576605975278,0.22680984912261792,0.17946661588896384
2012,East China,0.4902598237105838,0.5394441451889628,0.4035497326762249,0.4525385327821363
2012,East Asia,0.38707525770676154,0.44481128081100557,0.3309546982143356,0.35815702671791594
2012,India,0.42841038678426974,0.4830823922981047,0.36045911929013136,0.39383097451389
2012,North Africa/Sahel,0.3486335141997061,0.3588598995791959,0.371462897059389,0.35972715619811546
2012,Middle East,0.4603436045876903,0.37865913443187477,0.3866631007699947,0.41511707914885454
2012,Tropical S. America,0.19901957189543762,0.22274610638487868,0.19595795193202478,0.1975720156006601
2012,Europe,0.15870485777426013,0.17202583886321712,0.1528283759348215,0.1599518874807795
2012,CONUS,0.15189770066157593,0.16507739177857036,0.10874680551615468,0.13592633163900322
2013,Global,0.16443605900907643,0.2190269833485299,0.20905577136152928,0.16926950996119708
2013,East China,0.4604396309101227,0.4980265554503371,0.3594020680636198,0.427397707655124
2013,East Asia,0.3690579891900963,0.4155880111657846,0.30027586363162656,0.34133743304254455
2013,India,0.4222737887951847,0.4816855998298302,0.3479946275146471,0.38352826013087515
2013,North Africa/Sahel,0.3057040052454531,0.31286056642321675,0.3381548050240059,0.3245102148103836
2013,Middle East,0.4186718696093458,0.35966344990576976,0.3538547785212911,0.38062289733395166
2013,Tropical S. America,0.17799198992919474,0.198241275054764,0.1771133414622348,0.17592214241670448
2013,Europe,0.15574832317798437,0.16886423674690731,0.1497075207945582,0.1566717131096468
2013,CONUS,0.1374051006653527,0.15012614764030877,0.10269112138307866,0.12530090804376312
2014,Global,0.1664129433366873,0.22519518860758816,0.21241531584146933,0.17092423699518874
2014,East China,0.47480141446646695,0.5138958652955298,0.38885236333855683,0.44111400289176506
2014,East Asia,0.3779388960925168,0.4201750078000024,0.32073330303548936,0.3515658672465274
2014,India,0.43434317771000086,0.4985934988221678,0.3756557026096216,0.39866178316688167
2014,North Africa/Sahel,0.30539371887554917,0.3107874722322512,0.33206612275602826,0.32110355713112343
2014,Middle East,0.37983639646874834,0.3360120095930615,0.31007249102318163,0.33899401738138235
2014,Tropical S. America,0.19950470914944737,0.22149446065039055,0.19672398526528725,0.19630742060175424
2014,Europe,0.15880077434232084,0.16767804417411725,0.14548178777063708,0.16024242020655174
2014,CONUS,0.13188456368362408,0.14462918068280536,0.0977798190729416,0.11883250625556384
2015,Global,0.1778125325577018,0.23964263222481133,0.22753952046551104,0.18259786238664236
2015,East China,0.4234222344844716,0.4586248051950504,0.3273113653461223,0.3891193265037685
2015,East Asia,0.3431029486732789,0.38491066863789153,0.2757982212275822,0.31333811530456285
2015,India,0.43667257293692674,0.5213811358139194,0.3902636889281838,0.40058162306004325
2015,North Africa/Sahel,0.3660705477536678,0.3738180159913467,0.38469364996891303,0.3740134605492333
2015,Middle East,0.41784281946058455,0.35881256732472266,0.3719127013990275,0.3909377892430948
2015,Tropical S. America,0.23348084684383333,0.25825929143994714,0.23129793972039434,0.2299302137021129
2015,Europe,0.15558992593549842,0.16584440960094082,0.15299786565954157,0.15678891856012653
2015,CONUS,0.14309098637105216,0.15606118750443151,0.10583519109167121,0.1294872993938564
2016,Global,0.16676471866026063,0.22266155923235373,0.2074403130651072,0.1709607749438363
2016,East China,0.39259183808258746,0.4179769895658771,0.28374359383889075,0.3625064346805755
2016,East Asia,0.3236779945532489,0.35542687949634244,0.249786840792131,0.29885395405231263
2016,India,0.4356524459144387,0.5080586877587028,0.37300184135912046,0.3951799549918092
2016,North Africa/Sahel,0.3462913241144048,0.3533596957128868,0.3634277047073852,0.35542411209463975
2016,Middle East,0.3907624142163149,0.3432859938512885,0.3234671977511569,0.3496501366603788
2016,Tropical S. America,0.2145011499881124,0.23705213644154763,0.2129362974273867,0.21037892583073292
2016,Europe,0.15034005366842404,0.1616554055046118,0.1412987031215073,0.15144365083645234
2016,CONUS,0.12211709978956119,0.13188190017864793,0.0851785159128864,0.10905295542280824
2017,Global,0.16395304667882557,0.218180602373675,0.20623545978468197,0.16845602308990135
2017,East China,0.3649023639205921,0.3926983302917384,0.27567407001045746,0.33581611884875157
2017,East Asia,0.30039897037531477,0.332332726092468,0.23883120281559092,0.27643964271449234
2017,India,0.4331423043529348,0.5046435638020722,0.3690207536443176,0.3950612337061197
2017,North Africa/Sahel,0.3480870160240352,0.3582340984547949,0.36757397645558015,0.35661629582065496
2017,Middle East,0.40591327256082327,0.3702254332013051,0.3479397040371006,0.36878936958748354
2017,Tropical S. America,0.21021087071911396,0.23302601000822584,0.21073333969147054,0.2075870294902403
2017,Europe,0.1498144464315738,0.16190259771750246,0.15142847400406143,0.15159855039432374
2017,CONUS,0.1385830444483877,0.15266847281430704,0.10205964578540805,0.12368711508991449
2018,Global,0.16798168294397578,0.21868450457965893,0.20734935565875448,0.17285698229457028
2018,East China,0.3522253624421297,0.3823404759066138,0.2531751901950888,0.3276018879185537
2018,East Asia,0.2896217730823429,0.3223041541148308,0.22067436067039292,0.26907427271547985
2018,India,0.4920227744048569,0.5652785058957458,0.4295421216115451,0.4516314440669926
2018,North Africa/Sahel,0.3271766608723188,0.33057173459246136,0.3525942614574778,0.3397101907871068
2018,Middle East,0.46048260772747507,0.370184449088553,0.36786368540872166,0.406290934493055
2018,Tropical S. America,0.19112581919179475,0.2111210461272628,0.1856410706610759,0.18878043203321038
2018,Europe,0.1622995564687578,0.17100162496106622,0.154675024322725,0.16328281688087543
2018,CONUS,0.1420636508387836,0.15542279981781773,0.10632747322979212,0.12858178719908442
2019,Global,0.17123169700918925,0.22498747759841417,0.20674736981389427,0.17417130196628464
2019,East China,0.36917744768768984,0.40218044384394264,0.2708070918485706,0.3408331695702438
2019,East Asia,0.30224661481812004,0.3361464814945321,0.23346455048795103,0.2793540947454939
2019,India,0.4320714827428047,0.5119068102033867,0.38196964738139355,0.39744722665476256
2019,North Africa/Sahel,0.2919538017099193,0.29780597566107303,0.3136009462313049,0.30338013103729505
2019,Middle East,0.39121539063289523,0.34704321831093066,0.32171109943749326,0.3517122638544247
2019,Tropical S. America,0.2082310330760948,0.2335966973672672,0.2116886256082168,0.20541604616785505
2019,Europe,0.158663508878336,0.16804809064666407,0.14891970566950696,0.15936155377203665
2019,CONUS,0.13408255188376836,0.14606021313995207,0.09498227138535358,0.1208983439442719
2020,Global,0.1740325142104515,0.2211566412321088,0.2027191327113376,0.17685536533608381
2020,East China,0.34909179702489546,0.38481568275254235,0.2621865012912284,0.32527772482996276
2020,East Asia,0.29090677159501066,0.3282067402166698,0.22814812673007148,0.2698663278907562
2020,India,0.39779580088876926,0.47940112504014715,0.34395153236550596,0.3625626057137799
2020,North Africa/Sahel,0.32094062755815034,0.32322211091695036,0.33042122824768927,0.32488885037461834
2020,Middle East,0.35582981251343404,0.3476041869077777,0.30168584918991986,0.32403363499694
2020,Tropical S. America,0.22022369123004548,0.2456476845131982,0.22037174827593123,0.21780902823329165
2020,Europe,0.14906387591876036,0.15883224525654932,0.14186738745919325,0.149672817141783
2020,CONUS,0.14658761408727533,0.15649285896222875,0.1043566804336326,0.1305270925825666
2021,Global,0.16860484135355772,0.22774774365630357,0.20985625538252725,0.1726012063804989
2021,East China,0.3317568399478421,0.36734144794197743,0.2379194659309143,0.3120953886006324
2021,East Asia,0.28074828017094655,0.3189092002735852,0.21491691451835745,0.2622403353975811
2021,India,0.45502611623383576,0.5561339743964454,0.4056112633606033,0.4137225572093091
2021,North Africa/Sahel,0.3333791468548746,0.342756032481149,0.3508075056893045,0.34085434724332614
2021,Middle East,0.384664183774192,0.36046595059042325,0.3317735628494359,0.3529024249883035
2021,Tropical S. America,0.1969486028902628,0.2189765114973807,0.1747280271933974,0.19350360010397025
2021,Europe,0.16307091404916194,0.17420315077801365,0.14824262032654056,0.16407273875068465
2021,CONUS,0.16072382421648243,0.179501363666934,0.12724381581013325,0.14574796005090446
2022,Global,0.17527361191465932,0.22929069928472137,0.20844645658350971,0.17974642912823888
2022,East China,0.329186769282442,0.36491532152543904,0.237186858638359,0.303873529137644
2022,East Asia,0.2735797487193444,0.3157771676840379,0.2085089082870564,0.25061300933510605
2022,India,0.4513644493274815,0.541022568491937,0.38997713028464975,0.4111871932058368
2022,North Africa/Sahel,0.3363470380600491,0.35161181656223484,0.3570539745886787,0.34722811288839667
2022,Middle East,0.4255042259923209,0.40200113162776363,0.3927738415015354,0.40649572140166673
2022,Tropical S. America,0.23040649021189294,0.25953146860986837,0.20513573718310538,0.22703352934209695
2022,Europe,0.1498983773747106,0.1575586069922483,0.14071638574479742,0.15153880404219938
2022,CONUS,0.12979672680018475,0.14483719549228494,0.09448866299784665,0.1156616888424463
2023,Global,0.17574555790134547,0.22760669043947512,0.20789432055766935,0.17896827501549564
2023,East China,0.34098239037080136,0.3692736143454461,0.25214573318787836,0.32157273264931324
2023,East Asia,0.2866869961408708,0.32061679658932596,0.22620251391837262,0.2695160153868786
2023,India,0.4630052803836994,0.5528692612332584,0.4074683548928444,0.42037069838321767
2023,North Africa/Sahel,0.3000073165454334,0.31007836600335875,0.32028118940337386,0.31099813243148383
2023,Middle East,0.37772049791645895,0.3483115261420248,0.3262728504045669,0.3490096546066404
2023,Tropical S. America,0.20961288907229525,0.23126849775856087,0.18608087985224886,0.20614977783997804
2023,Europe,0.15174052205524444,0.15718456826391602,0.13046825618248037,0.15315446514494116
2023,CONUS,0.15195744012447365,0.16458763847377192,0.12144542522778001,0.14045044320213415
2024,Global,0.17227727576170335,0.2328927500996737,0.21138241793446064,0.1758610566428583
2024,East China,0.3242100965534385,0.35578015796860996,0.23930825467887026,0.30613556191541014
2024,East Asia,0.27464567568517534,0.3130019470173155,0.22754087625033234,0.2616942053245606
2024,India,0.46163479166228066,0.5748293495385293,0.4092567821672075,0.41805958668700255
2024,North Africa/Sahel,0.3275539586648863,0.33755298397522315,0.343564075569067,0.3359455847073352
2024,Middle East,0.3578822490440046,0.3391012134807347,0.3328269102849503,0.345332981294602
2024,Tropical S. America,0.28519178759860825,0.31369905480094235,0.25971454027542,0.28147439742415276
2024,Europe,0.14717505361250124,0.15320827089767375,0.13335225778315882,0.14843731911041788
2024,CONUS,0.13381892053809916,0.14356880406296268,0.09584743750902558,0.12038599935403427
2025,Global,0.1559726532720903,0.20090223116917225,0.18277719724611366,0.1588812754583697
2025,East China,0.2989000839306366,0.32267187290886246,0.21199379361469184,0.2743524856140124
2025,East Asia,0.25610264550253187,0.2853571338746046,0.19235584254049232,0.23348147240739334
2025,India,0.4529052594966432,0.5394248832093004,0.390044498964151,0.41057114263661837
2025,North Africa/Sahel,0.29362639919631833,0.3072260203826698,0.2982775781970535,0.29261939015330035
2025,Middle East,0.37210162836299876,0.3338311852294907,0.3250881167000546,0.3452735212990134
2025,Tropical S. America,0.15583012711526997,0.16484773492061322,0.1334386947034151,0.15391063973592875
2025,Europe,0.1320341909289839,0.1372248981028155,0.11839655579360271,0.13285599872281398
2025,CONUS,0.1276568028718575,0.1365447514631064,0.09693154527598381,0.11688107153564394
